id_comentario	comentario	rotulo_manual	posicao-gpt	BERT
22	hbomax dance on my own star wars feliz aniversario elon musk logan frozen lil nas x faz o l cuca fora cuca foracuca pride ralph tulla luana moana stalin	0	0	0
25	ninguem morre sem motivo fala isso pro musico que tomou 80 tiros indo pro cha de bebe por engano em que mundo voce vive irmao acha que tudo e certo pelo certo acorda pra vida mano a cada dia que passa mais pessoas morrem sem motivo pela pm	-1	-1	-1
20	devemos exigir o impeachment de quem adota o exterminio de negros e pobres como politica social nao isso nao e golpe estao usando o cargo para praticar crimes contra a humanidade e a prova e o nosso sangue em suas maos aculpaedowitzel via	-1	-1	-1
18	estranho sao 9h mas no rio ta escuro como se fosse 17h oxe	0	0	0
18	diria o msm se vc fosse um dos refens	0	0	0
18	parabens para uma cidade que esta entregue e onde todas as pessoas sao refens	-1	-1	-1
21	nota da policia	0	0	1
18	tambem estou orgulhoso do meu voto acorda brasil 	1	1	1
18	sorry bolivarianos witzel no comando no rio de janeiro e o capitao presidente no comando do brasil novos tempos a bandidagem esta comecando a entender que os privilegios estao acabando parabens ao policial heroi tem que ser condecorado fim de papo e segue o baile	1	1	1
23	estado brasileiro e uma merda pm e uma merda bandidagem e uma merda sociedade e uma grande merda	-1	-1	-1
18	22 vidas salvassimples assim porem se um proximo sequestro como este acontecer o sequestrador sabera que nao tera negociacao e podera agir primeiropensem em possibilidades	1	1	1
21	zemane nao controla a pm de minas	0	0	0
23	pra piorar ha os policiais corruptos que levam armamento da propria policia para os bandidos e quando os bandidos atingem um inocente e ele morre na pericia a bala era da policia culpa de quem dos policiais corruptos e dos bandidos o problema e que ninguem culpa o bandido	-1	-1	-1
22	apesar de ter assistido sou psicologa amada e comp nao acomapnham noticias e gostam de dar palpites ele tinha 3 laudos de psicologos	0	0	0
25	o lixo fica caladinha fica favor que tu faz	0	0	0
18	estar ou nao preso no brasil e relativo depende de que partido faz parte por exemplo aecio esta solto temer esta solto o queiroz sumiu moro esta solto	0	0	0
23	quando deu em alguma coisa cara o mlk foi morto com uniforme da escolaum negro levou 80 tiroso mlk tava em casa foi baleado e levado pela policia apareceu no dia seguinte no imlsem ter dado entrada em nenhum hospital nunca da em nada ja ja sai na midia que ele era bandido	-1	-1	-1
20	como se isso nunca aconteceu antes e voce ficava calada	0	0	0
20	a vitima como sempre tem os mesmos defeitos pobre e negra assim continuamos nessa guerra de tolos contra o consumo de drogas	-1	-1	-1
20	witzel deveria ser julgado por crimes contra a humanidade e um slobodan milosevic tupiniquim	-1	-1	-1
22	o q rolou com o hugo gloss	0	0	0
18	o povo do rj parece gostar disso elegem cunha cabral pesao paes garotinho etcum estado dominado por traficantes onde o estado faz acordo com traficantes para manter uma certa paz upp nada mais e que acordo entre amigos dominado por uma quadrilha de politicos assaltantes de cofres publicos de um lugar assim o povo espera o que infelizmente o rj virou terra de ninguem nao e a toa que la fica a petrobras a telemar hoje a falida oi socia do lulinha la fica a cbf la fica o comite olimpico la fica eike batista la moram chico buarque lindberghmanuela  jandira feghali camila pitanga caetano gil sonia braga todos os intelectuais apoiadores da roubalheiramas em fevereiro tem carnavalpao e circo o circo olimpico acabou e agora comeca faltar paoo legado e o circo olimpico nao durou dois mesesagora se apresente o rio de janeiro real cabral amigo do lulaprecisa dizer mais alguma coisa	-1	-1	-1
23	a familia nao sabia o paradeiro por que se ele estava em casa nao entendi enfim triste	0	0	0
25	vergonhoso 80 tiros stm decide soltar militares presos por mortes de musico e catador via	-1	-1	-1
20	a morte dessa crianca nao encontra em mim sustentacao para justificar o combate a criminalidade nao aceito esse efeito colateral um futuro assassinado governador o classifico como genocida e como tal es um criminoso da humanidade	-1	-1	-1
22	psicologa pos graduada mestre pela unicamp estudante de medicina quer mais amor	0	0	0
21	vi a bolsa nao vi arma	0	0	0
18	cpf cancelado saicomabiblia	0	0	0
23	nao se espera outra coisa de bandido ne mas a policia que e uma organizacao pra proteger e dar seguranca nao	-1	-1	-1
25	vergonha  indignacao e mta tristeza vivenciar esses tempos tao sombrios homem morre apos ser baleado em acao do exercito na zona oeste do rio  rio de janeiro  g1	-1	-1	-1
20	cansei desse pais boa sorte para voces	0	0	0
18	com certeza	0	0	0
18	se todos os bandidos armados e ameacando matar frageis refens tem de ser eliminados	1	1	1
24	agora senta em um arco iris e escreve um poema	0	0	0
18	e porque vc so ta acostumado a ler noticia no catraca livre e quebrando o tabu	0	0	0
18	e obrigacao da policia salvar vidas nao tiralas mesmo a de criminosos agora se a vida de inocentes esta em jogo e nao ha possibilidade de outra solucao a ameaca deve ser neutralizada	1	1	1
20	poe na conta do esse canalha	0	0	0
18	parabens ao bope parabens governador se esta armado ameacando cidadao de bem e botando o terror caixao e vela preta	1	1	1
22	nem todo psicopata mata todavia joao henrique criminalistica nao analisa somente o resultado do delito mas toda sua estrutura formadora	0	0	0
24	sim pq a policia nao pode subir nos morros	1	1	0
20	mataram mais uma crianca negra e pobre	-1	-1	-1
18	nao e questao de comemorar a morte mas nesses casos o protocolo deve ser seguido nao houve sucesso na negociacao elimina o sequestrador o que se comemora e o sucesso da operacao	1	1	1
18	parabens aos policiais	1	1	1
18	e para se comemorar sim esse sequestrador se sobrevivesse hj poderia matar um filho seu amanha	1	1	1
18	primeiro mata depois verifica que a arma e de brinquedo e o show midiatico e total a felicidade de witzel transborda estamos na barbarie	-1	-1	-1
20	a tragedia aconteceu na mesma semana em que uma escola cheia de criancas foi alvejada por um helicoptero	-1	-1	-1
20	que surpresa a globo falando contra policias	1	1	1
18	pronto era o que podia ser feito chega de mimimi	1	1	1
18	mas mata ela ou nao mata	0	0	0
18	obrigado governador e presidente bolsonaro pelo apoio contra os criminosos 	1	1	1
18	isso foi um aviso para todos os criminosos	1	1	1
18	parabens para os policiais nada justifica um sequestro	1	1	1
24	acho q vc sequer leu as materias q colocou aqui mas ok vc ta certo sim 	0	0	0
24	ministro do stf proibiu policia militar de intervir e os traficantes a vontade e a populacao a merce	1	1	1
18	horrivel mas necessario	1	1	1
23	nem todo branco e a favor disso eu estou triste por essa fato  nasci e me criei na favela e sei bem como sao as coisas sei bem como muitos policiais sao abusados e entram em casas de familias inclusive a minha de forma bruta e negligente	-1	-1	-1
18	eu tambem nao entendi	0	0	0
20	witzel bandido seu lugar e na cadeia voce envergonha os cariocas	-1	-1	-1
18	vc tem certeza sobre o que ta falando jesus	0	0	0
22	alguem que nao e da area fala que psicologo trata quem se corta qual nome a gente da pra isso producao	0	0	0
18	ele ja pagou mas tambem com juros de 3 ao ano qualquer um pagaria e praticamente financiamento de graca	0	0	0
18	parabens a policia	1	1	1
25	extrema emocao e a nova era	0	0	0
22	gloria a deus acabou o sofrimento das pessoas causa desse homem	1	1	1
18	conforto kd o palocci lula filho do lula vou papar por aqui porque se for mencionar todos os seus idolos nao teremos caracteres suficientes ah e so para constar se o queiroz for julgado culpado que apodreca na cadeia junto com o lula	0	0	0
22	mas tem uma turma que finge nao saber a diferenca entre o que vc ta dizendo e defender bandido	0	0	0
18	pelos comentarios percebese como falta estudo a populacao brasileira contaminada pelo odio e hipocrisia	0	0	0
22	nao cara nao diz isso ficaria no minimo 30 anos preso ou mais constatando a periculisidade do individuo tinha que ter sido preso todavia se houve troca de tiros colocando os policiais em risco nao havia outra alternativa	1	1	1
21	que viagem e essa minha irma	0	0	0
18	confirma se o sequestrador foi atingido	0	0	0
22	ia sair na saidinha e fugir de novo assim como ja tinha feito morto e 0 de chance de fazer mal a alguem novamente	1	1	1
18	emocionado com acao de policiais guerreiros governador do estado pede imediata promocao a esses militares por ato de bravura parabens	1	1	1
25	estao livres para executar mais pessoas na favela parabens a todos os envolvidos o brasil merece a merda do presidente que tem mesmo o pais que nada funciona esse pqp	-1	-1	-1
18	ai amiga pq vc e tao perfeita	0	0	0
20	animal e os bandidos q nao tem pena das pessoas meu brother	0	0	0
24	vai adiantar muito criticar varejista de drogas kkkkkk so falta vc dizer q direitos humanos precisam cobrar traficante tbm ai a ignorancia estara em total evidencia	0	0	0
18	e lindo demais ver um sniper comemorando e a populacao aplaudindo 	1	1	1
18	parabens ao bope pela acao com 100 de sucesso para aqueles que acham que a policia nao teve sucesso porque matou o sequestrador eu digo o seguinte o papel da policia e proteger o cidadao de bem e esse sequestrador abdicou do direito a protecao da policia ao colocar a vida de outras pessoas em risco quem e contrario a lei e a ordem nao pode querer reivindicar protecao do estado se ele tivesse se rendido tudo bem mas nao o fez entao segue o jogo que esse caso sirva de licao para outros delinquentes que pensam em fazer o mesmo	1	1	1
22	serial killer	0	0	0
22	tradicao de serial killer  assassino em serie nao mas entendi o q vc quis dizer	0	0	0
18	chora nao foice de sp ainda tem muito sequestrador e bandido no brasil pra vcs defenderem mas esse felizmente foi abatido snif snif	1	1	1
22	que povo chato pqp	0	0	0
18	enquanto comemorase a morte de um pobre  os de colarinho desviam milhoes e matam por tabela um monte de gente que precisa de saude e nao tem vao estudar  a historia do brasil que seja nao doi	-1	-1	-1
24	leia o comentario meu filho vc sabe ler nao sabe 	0	0	0
20	genocidio substantivo masculino 1 exterminio deliberado parcial ou total de uma comunidade grupo etnico racial ou religioso	0	0	0
20	nao tem nada a ver com pt acordo maluko	0	0	0
22	responda tente	0	0	0
22	sera que lazaro morreu mesmo to com medo de falarem que ele escapou da morte tambem alias ele escapou da policia umas 4 vezes ne	0	0	0
20	no rio de janeiro ordem e abater bandido armado ate ai tudo bem mas atirar a esmo e matar inocentes nao se justifica e um absurdo e crime nojento e quem faz isso deve ser punido pois nao tem responsabilidade e ao que parece o prazer e atirar	-1	-1	-1
26	obvio naquela epoca o presidente nao era um ignorante completo que mata o povo e depois faz piada com isso	0	0	0
25	e uma venezuela	0	0	0
22	psicologia forense nao tem absolutamente na a ver com psiquiatria forense a primeira nao possui validacao de prova serio refaz seu curso	0	0	0
21	a covardia de um policial realmente nao tem limites que deus nos livre de precisar dessa raca inutil	-1	-1	-1
20	nao vai ficar calado	0	0	0
18	parabens aos policiais grandes herois	1	1	1
18	parabens a policia pelo excelente trabalho infelizmente uma vida se perdeu mas foi escolha do proprio meliante	1	1	1
24	imagina sempre cresco tem	0	0	0
25	sera possivel que neste comboio de militares nao havia um oficial um sargento pra parar estes assassinos com tanta ansia pra matar pensam q estao na guerra idiotas malditos	-1	-1	-1
26	queria ver essa valentia toda com os milicianos mas ai o buraco e mais embaixo	0	0	0
18	vc achando que foi um grande feito 300 policiais para matar um sujeito desarmado	-1	-1	-1
25	preto pobre com um beck fica 3 anos preso  branco classe media paga mil de fianca e e solto 	-1	-1	-1
22	voce realmente leu o artigo da karina claro que nao ou nao e capaz de compreender ela justifica exatamente o que voce nao e capaz de entender	0	0	0
18	cidade maravilhosa mesmo	0	0	0
21	com esses pais essas criancas ja sofriammais essa abordagem nao foi boa	-1	-1	-1
18	nesses ultimos 15 anos viviamos na dinamarca ne	0	0	0
24	rio de janeiro hoje e um dos piores lugares do mundo	0	0	0
21	nada disso me deixa surpreso pois sei como o mundo e	0	0	0
20	a policia e representante do estado nao pode agir como os traficantes e sair atirando para todos os lados sem ser importar com vitimas justificar crimes da policia com o argumento de que os traficantes tambem matam e no minimo ridiculo os traficantes sao bandidos e agem como tal ja a policia nao podemos aceitar que aja como os bandidos e saiam matando por ai se o traficante atira sem pensar 2 vezes a policia nao pode fazer o mesmo ela deve ser treinada para atirar so quando estritamente necessario	-1	-1	-1
22	ele foi capturado e depois morto	0	0	0
18	nao conseguiria ser medico e ter que salvar a vida de um ser desses	0	0	0
18	counterstrike wins	0	0	0
20	certamente estas noticias nao estariam sendo corriqueiras nao e monica	0	0	0
25	se o exercito faz uma coisa dessas imagina um pm	-1	-1	-1
20	quantos fuzis maduro comprou com a grana desviada do bndes pelos pixulecos	0	0	0
18	nao consigo entender a inversao de valores que existe nesse pais hoje prevaleceu a ordem gracas a deus	1	1	1
24	pm mal tem armamento pra ela mesmo usam ate hoje os antigos fal padrao m964 com a intervencao federal decretada pelo temer o exercito forneceu alguns imbel ia2 mais modernos e com uma mudanca na legislacao agora a policia pode usar armas apreendidasalgumas	-1	-1	-1
18	o wilson nao brinca nao tem arma na nao morre	1	1	1
23	absurdo mesmo foi por foto do menino fazendo o 2 pra fazer ele passar como envolvido sinceramente viu	-1	-1	-1
20	sra cristina eu lhe desafio a descobrir dentre os cerca de 3 mil comentarios feitos por mim aquium unico em que a seu exmplo tenha deixado de concordar ou refutar os argumentos do interlocutor para julgar a pessoa desteque deus nos ilumine a todos e um abraco fraterno em agnosticos e ateus	0	0	0
21	policial feminina por favor agora crime tem que ser combatido com forca de genero tambem realmente a doenca e grave a arma esta com a justica ou voce acha que o policial iria ficar exibindo a arma depois da abordagem porque durante a abordagem nao da ne	1	1	1
18	menos um para que eu nao pague a estadia dele na cadeia morreu nao acendo vela e nao tao pouco era um coitado oprimido pela sociedade e o governo morreuantes ele do que eu verdade a arma era de brinquedoe dai meu chapa alguem carrega cobra no bolso se ferrou menos um	1	1	1
18	parabens aos policiais envolvidos no caso 22 refens livres e mais um bandido que nao cometera mais crimes	1	1	1
23	correcao menino de 14 anos e assassinado	-1	-1	-1
25	o nome disso e despreparo mas tambem pode chamar de falta de profissionalismo falta de carater falta de vergonha na cara falta de nocao nao ha desculpas para essa merda genocidio	-1	-1	-1
20	enquanto isso em brasilia o atual governo federal cogita aumento de salarios para os generais que ficam atras da mesa	0	0	0
18	o conceito de pessoa e questionavel neste anjinho	0	0	0
21	eu nao estava la assim como voce tambem nao estava entao nem eu e nem voce podemos afirmar nada	0	0	0
20	porque voces playboys e esquerdistas cheiradores e maconheiros sao quem financiam tudo isso ai	-1	-1	-1
23	eai mostra tua cara	0	0	0
24	mais uma vida levada por esse sistema	-1	-1	-1
23	g1 o titulo certo seria assim menino de 14 anos e assassinado durante operacao das policias federal e civil no complexo do salgueiro no rio g1	-1	-1	-1
18	se tivesse algum familiar seu la nao seria golaco	1	1	1
22	ta morto mesmo 	0	0	0
21	punicao  o comando ja divulgou nota legitimando essa monstruosidade essa pm sob o comando do zema virou milicia	-1	-1	-1
18	o que grande parte dos esquerdistas nao consegue entender e que uma acao bem sucedida como essa serve de exemplo para futuros sequestradores inibe novas acoes doutrina a bandidagem consequentemente diminuem ocorrencias futuras e novas mortese o be a ba de qualquer sistema de justica em paises desenvolvidos a gente chega la algum dia se stf oab e afins nao impedirem	1	1	1
18	parabens a policia fez seu papel que e o de proteger a vida de cidadaos de bem quanto ao morto um bandido a menos se estava com arma de brinquedo ou nao e problema dele caso ele tivesse colocado fogo no onibus e pessoas inocentes tivessem morrido a midia esquerdista iria dizer que a policia foi ineficiente etc e tal como diz o ditado  se tiver que chorar uma mae que chore a mae do bandido	1	1	1
18	antes ele do que os trabalhadores que estavam no onibus cpfcancelado	1	1	1
24	po brother da uma olhada aqui ai tu vai ver a respeito das tais circunstancias	0	0	0
26	vai dormir cheirador de po	0	0	0
23	cara o racismo existe seja na policia na justica no meio dos cidadaos etc mas e o que sempre falo nao e porque uns sao tratados assim que todo branco e racista nao e porque a policia faz merda que toda a corporacao e assim etc o problema ta na generalizacao	0	0	0
18	ai amiga pq vc e tao perfeita	0	0	0
20	nessa eleicao passada fizemos o maior erro	0	0	0
26	parabens aos policiais envolvidos menos ratos nas ruas	1	1	1
18	depressao nao provoca impulsos assassinos ela pode levar a outros transtornos mentais que o deixem sem controle mas nao e a depressao que o fez tomar essa atitude o que ele tentou fazer nao se chama suicidio por favor pare	0	0	0
20	essa politica de enfrentamento nao funciona em lugar nenhum so afeta os inocentes nao adianta ficar matando traficantes pois vai aparecer outros e nunca vai acabar se nao prenderem os peixes grandes os que vivem em imoveis de luxo nos bairros nobres esses peixes pequenos traficante pe de chinelo vao continuar dominando as comunidades o mesmo deve se fazer contra as milicias	-1	-1	-1
20	o senhor quer saber mais que testemunhas que estavam no local foi uma crianca que morreu e ainda evoca divindades pare pra pensar em que se tornou	-1	-1	-1
22	lazaro confirma que se escondeu nas motociatas do bolsonaro sem mascara mas sempre de capacete	0	0	0
24	mais uma crianca assassinada mais uma familia atingida destrocada ate quando	-1	-1	-1
18	igual o lula na ditadura ele dilma aecio fhc vamos mostrar quem e q nao presta	0	0	0
20	quando e que o governador pllantra vai soltar o video dele mesmo comemorando mais essa barbarie governador assassino	-1	-1	-1
25	que horrorrrrr	0	0	0
21	e essa a policia cidada	-1	-1	-1
21	a crianca estava armada a crianca tem culpa esses sujeitos nao deveriam ser em tese treinados pra lidar em situacoes de estresse nao ao aborto mas depois que nasceu fodase pode colocar o joelhos em cima da mae com a crianca embaixo dela pqp	-1	-1	-1
18	tem que atirar mesmo	1	1	1
22	finalmente pararam esse monstro e ainda acaba com esse circo midiatico todo tbm em cima deste caso principalmente nesses programas sensacionalistas da record e sbt	1	1	1
23	coloco na conta dos desgovernantes e da policia truculenta assassina genocida fascista nazista despreparada e de todo o gado que apoia o assassinato de negros e pobres vidasnegrasimportam	-1	-1	-1
23	leia a materia inteira e vc vai entender td	0	0	0
18	globo o bandido estava armado explica como isso pode acontecer se o estatuto do desarmamento nao permite isso	0	0	0
21	oxe nem te conheco tia quem me chama assim e meus sobrinhos sim quero comentarios de especialista e nao de achismos e pra encerrar tenho um pm dentro de casa 	0	0	0
21	as abordagens policiais em gerais deveriam ser revistas e o tratamento e inquestionavelmente relacionado a cor do individuo mas me leva um certo desconforto ver poucas gentes citando que a mulher possuia um revolver e usou a crianca ao seu favor	-1	-1	-1
21	ainda mais considerando que havia no local familiares que poderiam cuidar das criancas conforme declarado pela primeira dama mas nao preferiu arriscar a integridade da crianca que mae hein	-1	-1	-1
20	por que porque o fascismo venceu e esta no poder e freud explica a fixacao do pela morte a sua libido so aflora mediante despertamento psiquico com a visao da morte	0	0	0
18	comemoraram q os refens sairam ilesos	1	1	1
18	de elite e precisou dar sete tiros	-1	-1	-1
22	acho que nao ne pq o fazendeiro e o caseiro foram presos antes de opinar da busca nas reportagens pelo amor	0	0	0
18	que deus proteja a todos os envolvidos e que oriente uma pessoa do bem serena para fazer a negociacao porque se depender do governador witzel com certeza ocorrerao mortes	-1	-1	-1
25	nao esqueca os nomes deles evaldo rosa dos santos cujo carro foi alvejado com 83 tiros em guadalupe na zona norte do rio de janeiro e do catador de materiais reciclaveis luciano macedo em 2019 vidasnegrasimportam	-1	-1	-1
24	quer saber a porra da realidade a grande maioria dos inocentes que morrem em favelas sao nas maos do trafico seja uma acao direta ou uma bala perdida tiroteios dentro de uma comunidade do rio por exemplo acontece muito mais vezes entre diferentes faccoes nao com policiais	1	1	1
23	nao coloca na conta dos policiais que alem de mata o menino ainda quis coloca arma no local	-1	-1	-1
25	agiram sob forte emocao ou porque o pacote do moro nao pode ser aprovado	0	0	0
18	o uol universo on lula esta de perseguicao comigo reprovam 90 dos meus comentarios sendo que vejo varios outros aqui agressivos isso e pregar a democracia cade a liberdade de manifestacao so vale pra quem e de esquerda	0	0	0
18	i dont know i just happened to see it in my feed this morning lol	0	0	0
18	a esquerda caviar tupiniquim adora negociar e proteger sequestradores kd o batiste parabens pm parabens governador	1	1	1
26	suspeito por que existe uma coisa chamada presuncao de inocencia seu pedaco de merda do caralho se tu acha valido ignorar o processo penal e meter bala em qualquer um sem provas espero que tu nunca seja o alvo seu lixo	-1	-1	-1
25	isso e uma justificativa quem garante que foram atacados por que nao confundem a cor	-1	-1	-1
21	quando vejo algo assim logo lembro disto	0	0	0
23	entao peca desculpas e va estudar como e o modus operandi de uma policia militar seria e que se dispoe a realmente acabar com o trafico de drogas essa merda de policia no brasil fica enxugando gelo pq gente tipo vc nao tem nocao nenhuma da realidade do proprio lugar que vive	-1	-1	-1
24	pois sempre os direitos dos manos	0	0	0
22	estao comemorando o final de uma cacada a um estuprador assassino deviam estar estar fazendo oq chorando	1	1	1
18	bem como o resultado deste episodio lamentavel resultou na morte do transgressor da lei e gracas nenhum verdadeiramente inocente foi ferido nao havera sensacionalismo	1	1	1
18	parabens ao boperj aos policiais mas nao ao governador	1	1	1
20	a midia tem um papel bem importante na naturalizacao ou denuncia de um projeto genocida observemos como esta sendo tratando o episodio pelos grandes jornais do pais	0	0	0
18	ai o franco atirador erra ou o sequestrador percebe e usa um refem como vitima e pronto temos outro 174 nao e assim que funciona nao e so atirar	-1	-1	-1
26	a policia tem todo meu respeito sao os verdadeiros herois	1	1	1
24	eu to tao triste	0	0	0
22	menos uma despesa para sustentar parabens pm	1	1	1
23	ss man eu sou comentei pq vi o retardado falando que voce nao era negro kkkk	0	0	0
23	ta explicado que o unico preto que ele conhece e do xvideos nao sabe diferenciar branco e preto coitado kkkkkkkkkk	0	0	0
22	morreu apos ser preso certeza	0	0	0
18	igual a policia que vc defende faz ne hm tendi	0	0	0
20	gado pelo jeito faltou capim no cafe da manha ai o seu raciocinio ta prejudicado e o ato de entrevistar as testemunhas e o que pra voce investigacao otario ou voce acha q a investigacao tem q ser feita pela propria policia envolvida no tiroteio	-1	-1	0
20	o cara nao consegue enxergar que essa guerra contra o trafico e inutil pode ate matar uns delinquentes mas a morte de inocentes compensa issono mundo todo essa guerra foi perdida cabe a esse governador pensar em outras formas	-1	-1	-1
23	tu ta vendo a foto da tua mae aqui no perfil nao a unica marmita eh ela	0	0	0
21	vai me dizer ou nao se ja conseguiu ver a bolsa a sua vontade de ganhar uma discussao te deixou cega	0	0	0
23	e voce endeusando bandido fardado ja nao basta o sistema so porque o bandido invadiu a casa de um morador a policia pode chegar fuzilando eles nao chegam fuzilando nas casas dos bandidos que moram em condominio fechado por que na favela eles tem que chegar atirando	-1	-1	-1
18	direitos humanos deveria ser somente para quem acorda cedo todos os dias para trabalhar e nao praticar maldades parabens aos policiais so assim pra dar o exemplo e inibir acoes semelhantes futuras	1	1	1
21	pms derrubam e imobilizam mulher com bebe no colo em itabira mg vao punir ou querem uma policia inimiga do povo	-1	-1	-1
26	e o traficante	0	0	0
24	moca e nojento se comportamento	0	0	0
18	missao dada e missao cumprida vida longa a todos os policiais deus os abencoe e proteja e para quem tem pena de bandido levem nos para suas casas e cuidem esse episodio demonstra a forca a cautela a seguranca e a recuperacao da pmrj apos o incidente do onibus 174	1	1	1
20	pq como vc disse no brasil ha tortura ha racismo nao se trata de idiossincrasias mas de uma narrativa dos aparelhos ideologicos dominantes q infunde essa naturalizacao desde a escravidao foda doi mas e real todos os dias todos os dias todo dia	0	0	0
20	nao da pra sentir nada alem de odio e nojo de quem defende e aplica essa politica de exterminio vao ser cobrados todos voces por cada gota de sangue inocente que ja caiu nessa guerra estupida nao esqueceremos agatapresente witzelassassino	-1	-1	-1
24	tenho primos no exercito primos policiais e me dou bem com eles mesmo assim continuo criticando a policia e suas acoes tem q criticar e se manifestar nao pode deixar isso se normalizar	-1	-1	-1
20	robo esse projeto da liberdade para pm matar sem ser punido	-1	-1	-1
25	abordagem que tipo de abordagem da 80 tiros foi execucaoassassinatogenocidio vidasnegrasimportam 80tiros	-1	-1	-1
24	imagina a culpa e da minha eterna esperanca de reativar o neuronio necrosado de passador de pano para que um dia consigam fazer sinapse	0	0	0
22	a luta contra o preconceito e um direito e a conquista desse direito uma vitoria para a humanidade	0	0	0
18	parabens aos policiais que estiveram nessa operacao e assim que a maioria do povo brasileiro quer ver sua policia agindo parabens ao governador que tao bem falou que quem nao quiser morrer nao ostente armas de fogo contra a populacao	1	1	1
25	fecha uma mamata e abre duas	0	0	0
25	essa fatura quem paga	0	0	0
21	vc e especialista em da opiniao de twitter	0	0	0
20	sensato infelizmente ninguem quer discutir sobre quem consome esses sim os verdadeiros financiadores disso tudo	0	0	0
24	que inferno mais um 	0	0	0
18	voce ver a celebracao da morte e eu vejo a celebracao pelo salvamento de 22 vidas que corriam risco de morte e morte violenta	1	1	1
22	kkkk os crimes do thomas shelby foram todos reais po	0	0	0
25	homem morre apos carro ser atingido em acao do exercito em guadalupe forca afirma que no interior do veiculo havia assaltantes nas redes sociais moradores falam que militares se confundiram e atiraram contra uma familia uma pessoa morreu	-1	-1	-1
18	nao falaram que esse ano o brasil iria mudar 	0	0	0
18	parabens a pmerj menos bandidos na sociedade e oq queremos	1	1	1
23	nao e esse discurso reacionario e uma arma do estado pra ter controle da opiniao publica e dar continuidade a inutil guerra as drogas resta saber se voce reproduz o discurso por interesse proprio ou por ser massa de manobra	-1	-1	-1
23	morto ta o jornalismo nacional	0	0	0
18	excelente trabalho da policia excelente trabalho do atirador de elite	1	1	1
18	antes esses do que as familias dos inocentes que ali estavam sofrendocom3 horas de sequestro	1	1	1
18	depois e so desejar natalfeliz aniversario ao filho de deus na terra julgado pelos homens e crucificado que ta tudo certo e bola pra frente	0	0	0
25	evaldo e um dos feridos o seu sogro identificado como sergio estavam dentro de um carro branco atingido por varios disparos feitos pelos militares em guadalupe o terceiro ferido estava fora do veiculo teria sido baleado ao tentar ajudar	0	0	0
25	80 tiros por engano ne seu mau carater	-1	-1	-1
26	deixa eu ajudar a ajeitar mais ainda teu cu  kkkkk	0	0	0
20	enquanto isso no brasil uma horda de militantes travestidos de jornalistas entrevistam assassinos bandidos de toda especie genocida e posa de senhora da verdade va catar coquinho	-1	-1	-1
20	isto ja esta ficando fora da casinha policiais despreparados motivados por ordens de quem nao esta nem ai para com as pessoas governo mediocre gentes mediocre e policiais mediocres	-1	-1	-1
18	queria poder elogiar a acao da policia quando nao ha holofotes e cameras de televisaopor toda parte quando a imprensa nao chega antes do deslinde da questao muitas vezes infelizmente acontece o que aconteceu com o amarildo e tantos outros amarildos espalhados pelo pais parabens aos policiaismas apenas aos policiais de bem	1	1	1
18	hahahahahahaflorestas estao sendo devastadas que viagem nunca houve devastacao de florestas antestudo iniciou em janeiro deste ano so rindo	0	0	0
20	pq treinaram as mentes para que assim fosse	0	0	0
25	entao ele mandou isso aqui tambem	0	0	0
20	witzel um facista e criminoso menina de 8 anos morre baleada apos operacao policial no complexo do alemao via	-1	-1	-1
18	talvez se vc ou alguem da sua familia estivesse entre os refens poderia responder com mais certeza a sua pergunta	0	0	0
25	eu tenho pena de vc vc nao consegue responder uma pergunta  nessa entrevista vc responde todas as perguntas dos jornalistas falando mal de outros candidatos na epoca desviando o assunto da pergunta  vc e uma mula mesmo  burra pra cacete 	0	0	0
21	a vida deles estava em risco onde paciencia nada mano e um bebe to nem ai pra mulher	-1	-1	-1
18	os meninos do witzel resolveram a parada resta saber se a maria do rosario estara presente para encomendar a alma do infeliz	1	1	1
18	parabens a pmerj um a menos	1	1	1
18	se a mulher gravida que ele ia queimar viva fosse a sua voce comemoraria	-1	-1	-1
23	alguem avisa o sbt que estao falando que a familia esta procurando o menino da nervoso assistindo	0	0	0
18	isso tinha que ter sido feito quando ele era crianca	0	0	0
24	sei o batalhao do recreio dos bandeirantes foi extinto depois do desaparecimento daquela engenheira loira e de olhos azuis na descida do viaduto do joa essa conversa dd botequim que so impressiona secundarista adicto	0	0	0
22	o mundo ja e um lugar melhor sem ele	1	1	1
22	foi preso ou foi abatido 	0	0	0
18	wilson witzel e o presidente	0	0	0
18	1 tiro 1 bala e 37 refens a salvo parabens aos envolvidos sequestrador de onibus na ponte rioniteroi e morto foram tres horas e meia de cerco  rio de janeiro  g1	1	1	1
18	se vc estivesse la como refem isso pensar assim tbm	0	0	0
21	parabens policia militar isso ai 	1	1	1
21	se fosse porque ela nao tomou a vacina ou nao usasse mascara ou nao respeitasse o lockdown como aconteceu varias vezes voce estaria apoiando hipocritafolhalixo	0	0	0
23	menino de 14 anos e assassinado pela policia federal e civil no complexo do salgueiro seria uma machete que conta a verdade	-1	-1	-1
24	apagou a conta kkkkkkkk	0	0	0
22	ele nao era serial killer ele era jagunco na regiao corrija o titulo	0	0	0
23	porque voce acha que a policia estava la nao sabe pelo o que a policia passa e quer criticar foi um errosim foi voces querem a policia nao tente combater bandidos e isso	1	1	1
